    INT     ,    FLOAT     ,    FLOAT     ,     FLOAT     ,      FLOAT      ,              FLOAT              ,     FLOAT     ,    FLOAT     ,        FLOAT         ,              FLOAT              ,     FLOAT     ,    FLOAT     ,        FLOAT         ,    FLOAT     ,    FLOAT     ,      FLOAT       ,      FLOAT       ,     FLOAT     ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,      FLOAT       ,      FLOAT       , BOOL  , BOOL ,     BOOL      ,        INT        ,     INT      ,        INT        ,     INT      , INT  
     -      ,     Msol     ,     Msol     ,      AU       ,        -        ,                -                ,       -       ,      -       ,          -           ,                -                ,       -       ,      -       ,          -           ,    yr^-1     ,    yr^-1     ,      kms^-1      ,      kms^-1      ,    kms^-1     ,    kms^-1     ,      -       ,      -       ,      -       ,        -         ,        -         , State ,Event ,     Event     ,         -         ,      -       ,         -         ,      -       ,  -   
    SEED    , Mass@ZAMS_1  , Mass@ZAMS_2  ,Separation@ZAMS,Eccentricity@ZAMS,SN_Kick_Magnitude_Random_Number_1,SN_Kick_Theta_1,SN_Kick_Phi_1 ,SN_Kick_Mean_Anomaly_1,SN_Kick_Magnitude_Random_Number_2,SN_Kick_Theta_2,SN_Kick_Phi_2 ,SN_Kick_Mean_Anomaly_2, Omega@ZAMS_1 , Omega@ZAMS_2 ,Sigma_Kick_CCSN_NS,Sigma_Kick_CCSN_BH,Sigma_Kick_ECSN,Sigma_Kick_USSN,LBV_Multiplier,WR_Multiplier ,   CE_Alpha   ,Metallicity@ZAMS_1,Metallicity@ZAMS_2,Unbound,Merger,Merger_At_Birth,Stellar_Type@ZAMS_1,Stellar_Type_1,Stellar_Type@ZAMS_2,Stellar_Type_2,Error 
         181,  1.000000e+00,  3.000000e+00,   1.247649e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         182,  1.000000e+00,  3.000000e+00,   3.208254e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         183,  1.000000e+00,  3.000000e+00,   1.965230e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         184,  1.000000e+00,  3.000000e+00,   1.878556e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         185,  1.000000e+00,  3.000000e+00,   3.328236e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         186,  1.000000e+00,  3.000000e+00,   1.481817e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         187,  1.000000e+00,  3.000000e+00,   4.788108e+00,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         188,  1.000000e+00,  3.000000e+00,   1.116633e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         189,  1.000000e+00,  3.000000e+00,   4.907236e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         190,  1.000000e+00,  3.000000e+00,   9.561175e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         191,  1.000000e+00,  3.000000e+00,   1.467030e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         192,  1.000000e+00,  3.000000e+00,   1.069544e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         193,  1.000000e+00,  3.000000e+00,   4.054663e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         194,  1.000000e+00,  3.000000e+00,   7.426668e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         195,  1.000000e+00,  3.000000e+00,   3.542506e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         196,  1.000000e+00,  3.000000e+00,   5.728450e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 3.211427e-322, 1.190698e-321,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         197,  1.000000e+00,  3.000000e+00,   2.962286e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 3.211427e-322, 1.190698e-321,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         198,  1.000000e+00,  3.000000e+00,   2.749200e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 3.211427e-322, 1.190698e-321,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         199,  1.000000e+00,  3.000000e+00,   4.160703e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 3.211427e-322, 1.190698e-321,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         200,  1.000000e+00,  3.000000e+00,   6.173466e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 3.211427e-322, 1.190698e-321,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         201,  1.000000e+00,  3.000000e+00,   2.855081e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 3.211427e-322, 1.190698e-321,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         202,  1.000000e+00,  3.000000e+00,   7.885418e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 3.211427e-322, 1.190698e-321,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
         203,  1.000000e+00,  3.000000e+00,   2.463770e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 3.211427e-322, 1.190698e-321,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         204,  1.000000e+00,  3.000000e+00,   5.275045e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 3.211427e-322, 1.190698e-321,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         205,  1.000000e+00,  3.000000e+00,   6.934942e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 3.211427e-322, 1.190698e-321,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         206,  1.000000e+00,  3.000000e+00,   5.120318e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 3.211427e-322, 1.190698e-321,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         207,  1.000000e+00,  3.000000e+00,   1.027684e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 3.211427e-322, 1.190698e-321,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         208,  1.000000e+00,  3.000000e+00,   2.777319e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 3.211427e-322, 1.190698e-321,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         209,  1.000000e+00,  3.000000e+00,   2.361214e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 3.211427e-322, 1.190698e-321,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         210,  1.000000e+00,  3.000000e+00,   2.510134e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 3.211427e-322, 1.190698e-321,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         211,  1.000000e+00,  3.000000e+00,   1.334972e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         212,  1.000000e+00,  3.000000e+00,   8.542924e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
         213,  1.000000e+00,  3.000000e+00,   7.476634e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
         214,  1.000000e+00,  3.000000e+00,   1.559467e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         215,  1.000000e+00,  3.000000e+00,   4.127493e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         216,  1.000000e+00,  3.000000e+00,   1.387894e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,            10,                  1,            11,     0
         217,  1.000000e+00,  3.000000e+00,   2.598046e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         218,  1.000000e+00,  3.000000e+00,   2.172775e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         219,  1.000000e+00,  3.000000e+00,   1.132332e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,            10,                  1,            11,     0
         220,  1.000000e+00,  3.000000e+00,   2.758093e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         221,  1.000000e+00,  3.000000e+00,   1.535617e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         222,  1.000000e+00,  3.000000e+00,   1.270907e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         223,  1.000000e+00,  3.000000e+00,   1.826173e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         224,  1.000000e+00,  3.000000e+00,   8.428303e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         225,  1.000000e+00,  3.000000e+00,   1.474561e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
         226,  1.000000e+00,  3.000000e+00,   3.800398e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         227,  1.000000e+00,  3.000000e+00,   3.235086e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         228,  1.000000e+00,  3.000000e+00,   4.957278e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         229,  1.000000e+00,  3.000000e+00,   2.443993e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         230,  1.000000e+00,  3.000000e+00,   3.341950e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         231,  1.000000e+00,  3.000000e+00,   1.336522e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         232,  1.000000e+00,  3.000000e+00,   2.034161e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
         233,  1.000000e+00,  3.000000e+00,   3.961654e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         234,  1.000000e+00,  3.000000e+00,   1.330054e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,            10,                  1,            11,     0
         235,  1.000000e+00,  3.000000e+00,   5.276579e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  2.421777e-52,  8.000000e+00,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
